wp,x,y,yaw_imu
wp1243,13588530.78,8084803.902,-160.1139715
wp1244,13588531.93,8084803.997,-159.2756087
wp1245,13588533.07,8084804.107,-158.334593
wp1246,13588534.21,8084804.232,-157.7789524
wp1247,13588535.34,8084804.372,-157.5730976
wp1248,13588536.48,8084804.527,-157.4680237
wp1249,13588537.6,8084804.699,-157.2141293
wp1250,13588538.73,8084804.886,-156.5992312
wp1251,13588539.85,8084805.089,-155.7329642
wp1252,13588540.96,8084805.309,-154.8886236
wp1253,13588542.07,8084805.546,-154.2302615
wp1254,13588543.18,8084805.802,-153.6637819
wp1255,13588544.28,8084806.077,-153.0697859
wp1256,13588545.37,8084806.375,-152.4565006
wp1257,13588546.46,8084806.695,-151.9118043
wp1258,13588547.54,8084807.041,-151.5106186
wp1259,13588548.61,8084807.413,-151.2075144
wp1260,13588549.67,8084807.813,-150.896357
wp1261,13588550.73,8084808.242,-150.5080844
wp1262,13588551.78,8084808.695,-150.0860061
wp1263,13588552.82,8084809.169,-149.6939564
wp1264,13588553.86,8084809.66,-149.3671482
wp1265,13588554.89,8084810.163,-149.0940152
wp1266,13588555.92,8084810.673,-148.858671
wp1267,13588556.95,8084811.188,-148.6400642
wp1268,13588557.97,8084811.706,-148.3904908
wp1269,13588559,8084812.226,-148.0536744
wp1270,13588560.02,8084812.749,-147.5969218
wp1271,13588561.04,8084813.274,-147.1000914
wp1272,13588562.06,8084813.799,-146.6663651
wp1273,13588563.09,8084814.326,-146.3304361
wp1274,13588564.11,8084814.854,-146.0988248
wp1275,13588565.13,8084815.381,-145.9752528
wp1276,13588566.15,8084815.908,-145.9129993
wp1277,13588567.17,8084816.435,-145.820754
wp1278,13588568.19,8084816.96,-145.6059136
wp1279,13588569.22,8084817.484,-145.2353592
wp1280,13588570.24,8084818.006,-144.8128962
wp1281,13588571.27,8084818.526,-144.4410737
wp1282,13588572.3,8084819.044,-144.1254865
wp1283,13588573.33,8084819.56,-143.8430296
wp1284,13588574.36,8084820.074,-143.5716855
wp1285,13588575.39,8084820.587,-143.2944768
wp1286,13588576.42,8084821.099,-142.9958793
wp1287,13588577.45,8084821.61,-142.6636702
wp1288,13588578.49,8084822.12,-142.3105757
wp1289,13588579.52,8084822.63,-141.9607234
wp1290,13588580.55,8084823.139,-141.6380414
wp1291,13588581.59,8084823.649,-141.3559597
wp1292,13588582.62,8084824.159,-141.1139946
wp1293,13588583.65,8084824.67,-140.9107035
wp1294,13588584.68,8084825.181,-140.7388075
wp1295,13588585.72,8084825.694,-140.5631983
wp1296,13588586.75,8084826.208,-140.3404829
wp1297,13588587.78,8084826.723,-140.0334995
wp1298,13588588.81,8084827.24,-139.6854436
wp1299,13588589.83,8084827.76,-139.3952931
wp1300,13588590.86,8084828.281,-139.2240358
wp1301,13588591.89,8084828.805,-139.1306314
wp1302,13588592.91,8084829.332,-139.0576156
wp1303,13588593.93,8084829.862,-138.9475241
wp1304,13588594.95,8084830.395,-138.7428924
wp1305,13588595.97,8084830.931,-138.4015921
wp1306,13588596.98,8084831.472,-137.9787713
wp1307,13588598,8084832.016,-137.5676
wp1308,13588599.01,8084832.565,-137.2502478
wp1309,13588600.01,8084833.118,-137.0146162
wp1310,13588601.02,8084833.676,-136.8010023
wp1311,13588602.02,8084834.238,-136.5537538
wp1312,13588603.02,8084834.806,-136.2720761
wp1313,13588604.01,8084835.379,-135.9923059
wp1314,13588605,8084835.956,-135.750663
wp1315,13588605.99,8084836.538,-135.5509068
wp1316,13588606.98,8084837.124,-135.3542662
wp1317,13588607.96,8084837.715,-135.1190909
wp1318,13588608.95,8084838.311,-134.8055879
wp1319,13588609.92,8084838.91,-134.4193781
wp1320,13588610.9,8084839.514,-134.0130427
wp1321,13588611.87,8084840.121,-133.6413133
wp1322,13588612.85,8084840.733,-133.3427944
wp1323,13588613.82,8084841.348,-133.1100026
wp1324,13588614.78,8084841.967,-132.9272742
wp1325,13588615.75,8084842.59,-132.7789025
wp1326,13588616.71,8084843.215,-132.6422871
wp1327,13588617.67,8084843.845,-132.4804461
wp1328,13588618.63,8084844.477,-132.2545974
wp1329,13588619.59,8084845.113,-131.9262686
wp1330,13588620.54,8084845.752,-131.4942816
wp1331,13588621.49,8084846.393,-131.0298192
wp1332,13588622.45,8084847.037,-130.6115647
wp1333,13588623.39,8084847.684,-130.2687815
wp1334,13588624.34,8084848.334,-129.9534307
wp1335,13588625.29,8084848.986,-129.6111756
wp1336,13588626.24,8084849.64,-129.2210643
wp1337,13588627.18,8084850.297,-128.8185951
wp1338,13588628.12,8084850.956,-128.4447165
wp1339,13588629.06,8084851.617,-128.1384638
wp1340,13588630,8084852.279,-127.8939803
wp1341,13588630.94,8084852.944,-127.6600174
wp1342,13588631.88,8084853.61,-127.383314
wp1343,13588632.82,8084854.278,-127.0252184
wp1344,13588633.75,8084854.947,-126.6435642
wp1345,13588634.69,8084855.618,-126.3353099
wp1346,13588635.62,8084856.29,-126.1722691
wp1347,13588636.56,8084856.963,-126.1032111
wp1348,13588637.49,8084857.637,-126.0394899
wp1349,13588638.42,8084858.312,-125.8983761
wp1350,13588639.36,8084858.988,-125.6749245
wp1351,13588640.29,8084859.664,-125.418956
wp1352,13588641.22,8084860.341,-125.1805033
wp1353,13588642.15,8084861.019,-124.9860705
wp1354,13588643.08,8084861.697,-124.8373949
wp1355,13588644.01,8084862.375,-124.7347926
wp1356,13588644.95,8084863.054,-124.6689324
wp1357,13588645.88,8084863.732,-124.6178191
wp1358,13588646.81,8084864.411,-124.5588096
wp1359,13588647.74,8084865.089,-124.4829787
wp1360,13588648.67,8084865.767,-124.4032677
wp1361,13588649.6,8084866.445,-124.3323216
wp1362,13588650.53,8084867.122,-124.2725541
wp1363,13588651.47,8084867.798,-124.2234723
wp1364,13588652.4,8084868.474,-124.1845777
wp1365,13588653.33,8084869.149,-124.1531648
wp1366,13588654.27,8084869.823,-124.1209539
wp1367,13588655.2,8084870.496,-124.0787983
wp1368,13588656.14,8084871.168,-124.0177645
wp1369,13588657.07,8084871.839,-123.9426882
wp1370,13588658.01,8084872.508,-123.8803266
wp1371,13588658.95,8084873.176,-123.8487316
wp1372,13588659.89,8084873.842,-123.8223922
wp1373,13588660.83,8084874.506,-123.7659487
wp1374,13588661.77,8084875.169,-123.6727855
wp1375,13588662.71,8084875.831,-123.5646865
wp1376,13588663.65,8084876.493,-123.4646427
wp1377,13588664.59,8084877.154,-123.3883124
wp1378,13588665.54,8084877.816,-123.3268394
wp1379,13588666.48,8084878.479,-123.2662504
wp1380,13588667.41,8084879.143,-123.1928394
wp1381,13588668.35,8084879.809,-123.0998713
wp1382,13588669.28,8084880.477,-122.9880743
wp1383,13588670.22,8084881.148,-122.8585631
wp1384,13588671.14,8084881.823,-122.7155605
wp1385,13588672.07,8084882.502,-122.5696478
wp1386,13588672.99,8084883.184,-122.4321835
wp1387,13588673.91,8084883.872,-122.3117687
wp1388,13588674.82,8084884.565,-122.198258
wp1389,13588675.73,8084885.264,-122.0737043
wp1390,13588676.63,8084885.969,-121.9201346
wp1391,13588677.52,8084886.68,-121.7199045
wp1392,13588678.41,8084887.399,-121.4709181
wp1393,13588679.3,8084888.125,-121.193052
wp1394,13588680.17,8084888.857,-120.9078429
wp1395,13588681.05,8084889.595,-120.6336924
wp1396,13588681.91,8084890.34,-120.3790772
wp1397,13588682.78,8084891.091,-120.1505154
wp1398,13588683.64,8084891.847,-119.9540391
wp1399,13588684.49,8084892.609,-119.7908323
wp1400,13588685.34,8084893.377,-119.6592938
wp1401,13588686.19,8084894.149,-119.552831
wp1402,13588687.03,8084894.927,-119.4453776
wp1403,13588687.88,8084895.709,-119.3060876
wp1404,13588688.71,8084896.497,-119.1041147
wp1405,13588689.55,8084897.288,-118.8173567
wp1406,13588690.38,8084898.084,-118.4911461
wp1407,13588691.22,8084898.884,-118.2021766
wp1408,13588692.05,8084899.687,-118.0174487
wp1409,13588692.87,8084900.495,-117.9113424
wp1410,13588693.7,8084901.306,-117.8075308
wp1411,13588694.52,8084902.121,-117.6291691
wp1412,13588695.34,8084902.941,-117.3168239
wp1413,13588696.16,8084903.764,-116.952104
wp1414,13588696.97,8084904.593,-116.6844975
wp1415,13588697.78,8084905.425,-116.5869614
wp1416,13588698.59,8084906.262,-116.5745894
wp1417,13588699.39,8084907.104,-116.5431414
wp1418,13588700.18,8084907.95,-116.4243392
wp1419,13588700.97,8084908.801,-116.2572057
wp1420,13588701.76,8084909.657,-116.0917557
wp1421,13588702.53,8084910.518,-115.9295986
wp1422,13588703.3,8084911.385,-115.7560233
wp1423,13588704.07,8084912.256,-115.5551243
wp1424,13588704.82,8084913.133,-115.2932728
wp1425,13588705.57,8084914.015,-114.9231785
wp1426,13588706.31,8084914.903,-114.3971989
wp1427,13588707.04,8084915.796,-113.7023641
wp1428,13588707.76,8084916.695,-113.008128
wp1429,13588708.48,8084917.6,-112.5391091
wp1430,13588709.18,8084918.511,-112.3215207
wp1431,13588709.87,8084919.428,-112.112257
wp1432,13588710.56,8084920.351,-111.6491452
wp1433,13588711.23,8084921.28,-110.8174958
wp1434,13588711.89,8084922.215,-109.9291944
wp1435,13588712.54,8084923.157,-109.3614688
wp1436,13588713.18,8084924.106,-109.1663146
wp1437,13588713.8,8084925.06,-109.0299611
wp1438,13588714.42,8084926.021,-108.6299606
wp1439,13588715.02,8084926.988,-107.9227208
wp1440,13588715.62,8084927.96,-107.1615996
wp1441,13588716.2,8084928.939,-106.5663403
wp1442,13588716.77,8084929.923,-106.1160949
wp1443,13588717.34,8084930.912,-105.7160255
wp1444,13588717.89,8084931.907,-105.3040187
wp1445,13588718.43,8084932.907,-104.8541847
wp1446,13588718.97,8084933.912,-104.342981
wp1447,13588719.49,8084934.922,-103.785616
wp1448,13588720.01,8084935.937,-103.2643242
wp1449,13588720.52,8084936.957,-102.8517868
wp1450,13588721.02,8084937.981,-102.5219708
wp1451,13588721.51,8084939.01,-102.2116995
wp1452,13588721.99,8084940.043,-101.8587418
wp1453,13588722.47,8084941.08,-101.4337367
wp1454,13588722.94,8084942.122,-100.9466011
wp1455,13588723.4,8084943.167,-100.4095589
wp1456,13588723.85,8084944.216,-99.83511458
wp1457,13588724.3,8084945.269,-99.24315338
wp1458,13588724.74,8084946.325,-98.66150201
wp1459,13588725.17,8084947.385,-98.11802511
wp1460,13588725.6,8084948.447,-97.61490253
wp1461,13588726.03,8084949.514,-97.11173499
wp1462,13588726.44,8084950.583,-96.56411672
wp1463,13588726.86,8084951.655,-95.94161304
wp1464,13588727.26,8084952.729,-95.27086653
wp1465,13588727.67,8084953.807,-94.59309386
wp1466,13588728.06,8084954.887,-93.94957964
wp1467,13588728.46,8084955.969,-93.3817936
wp1468,13588728.85,8084957.053,-92.93111367
wp1469,13588729.23,8084958.14,-92.61285638
wp1470,13588729.61,8084959.228,-92.38420156
wp1471,13588729.99,8084960.319,-92.19446428
wp1472,13588730.37,8084961.411,-91.99384564
wp1473,13588730.74,8084962.504,-91.75215538
wp1474,13588731.11,8084963.6,-91.45839336
wp1475,13588731.48,8084964.696,-91.10236174
wp1476,13588731.84,8084965.794,-90.67561129
wp1477,13588732.21,8084966.892,-90.21897079
wp1478,13588732.57,8084967.992,-89.82817728
wp1479,13588732.93,8084969.092,-89.57728361
wp1480,13588733.29,8084970.193,-89.44372939
wp1481,13588733.64,8084971.295,-89.38120371
wp1482,13588734,8084972.397,-89.34339568
wp1483,13588734.35,8084973.499,-89.28399946
wp1484,13588734.71,8084974.602,-89.17330303
wp1485,13588735.07,8084975.704,-89.03510738
wp1486,13588735.42,8084976.807,-88.90397916
wp1487,13588735.78,8084977.909,-88.80540899
wp1488,13588736.13,8084979.01,-88.73376027
wp1489,13588736.49,8084980.112,-88.67693721
wp1490,13588736.85,8084981.212,-88.62985001
wp1491,13588737.21,8084982.312,-88.59592108
wp1492,13588737.57,8084983.411,-88.57909122
wp1493,13588737.93,8084984.509,-88.58825565
wp1494,13588738.3,8084985.605,-88.64650885
wp1495,13588738.67,8084986.701,-88.77939509
wp1496,13588739.03,8084987.795,-88.98848717
wp1497,13588739.41,8084988.888,-89.21765312
wp1498,13588739.78,8084989.979,-89.4115941
wp1499,13588740.16,8084991.069,-89.56612208
wp1500,13588740.54,8084992.158,-89.69444337
wp1501,13588740.92,8084993.246,-89.80917382
wp1502,13588741.3,8084994.333,-89.91429684
wp1503,13588741.68,8084995.418,-90.007359
wp1504,13588742.07,8084996.503,-90.08574212
wp1505,13588742.45,8084997.586,-90.1450123
wp1506,13588742.84,8084998.669,-90.17688957
wp1507,13588743.23,8084999.751,-90.17360249
wp1508,13588743.63,8085000.832,-90.14147646
wp1509,13588744.02,8085001.912,-90.09702729
wp1510,13588744.41,8085002.991,-90.05147299
wp1511,13588744.81,8085004.07,-90.01054634
wp1512,13588745.21,8085005.148,-89.97959898
wp1513,13588745.6,8085006.225,-89.95764598
wp1514,13588746,8085007.302,-89.93509534
wp1515,13588746.4,8085008.378,-89.90174045
wp1516,13588746.8,8085009.454,-89.85071333
wp1517,13588747.2,8085010.529,-89.79024253
wp1518,13588747.6,8085011.604,-89.73281306
wp1519,13588748.01,8085012.679,-89.68596883
wp1520,13588748.41,8085013.753,-89.64403088
wp1521,13588748.81,8085014.827,-89.59913181
wp1522,13588749.21,8085015.901,-89.54421844
wp1523,13588749.62,8085016.975,-89.48323098
wp1524,13588750.02,8085018.048,-89.4280027
wp1525,13588750.42,8085019.122,-89.38959312
wp1526,13588750.83,8085020.195,-89.36460435
wp1527,13588751.23,8085021.269,-89.33835557
wp1528,13588751.63,8085022.342,-89.29586669
wp1529,13588752.04,8085023.416,-89.22362216
wp1530,13588752.44,8085024.49,-89.13128016
wp1531,13588752.84,8085025.563,-89.04700531
wp1532,13588753.24,8085026.638,-88.9959312
wp1533,13588753.64,8085027.712,-88.971344
wp1534,13588754.04,8085028.787,-88.94971018
wp1535,13588754.44,8085029.862,-88.90734408
wp1536,13588754.84,8085030.938,-88.82651424
wp1537,13588755.23,8085032.014,-88.72331781
wp1538,13588755.63,8085033.09,-88.62518286
wp1539,13588756.02,8085034.167,-88.54426024
wp1540,13588756.41,8085035.245,-88.47653875
wp1541,13588756.81,8085036.324,-88.41723237
wp1542,13588757.2,8085037.403,-88.36184276
wp1543,13588757.59,8085038.482,-88.30756723
wp1544,13588757.97,8085039.563,-88.25222218
wp1545,13588758.36,8085040.644,-88.19362565
wp1546,13588758.74,8085041.727,-88.13042952
wp1547,13588759.12,8085042.81,-88.06372725
wp1548,13588759.51,8085043.894,-87.9950568
wp1549,13588759.88,8085044.979,-87.92592708
wp1550,13588760.26,8085046.066,-87.85715687
wp1551,13588760.63,8085047.153,-87.78886263
wp1552,13588761,8085048.241,-87.7211242
wp1553,13588761.37,8085049.331,-87.65355016
wp1554,13588761.74,8085050.422,-87.58490467
wp1555,13588762.11,8085051.514,-87.51386387
wp1556,13588762.47,8085052.608,-87.43865629
wp1557,13588762.83,8085053.702,-87.35611874
wp1558,13588763.18,8085054.798,-87.26281835
wp1559,13588763.54,8085055.896,-87.15532226
wp1560,13588763.89,8085056.994,-87.03031252
wp1561,13588764.24,8085058.093,-86.8932475
wp1562,13588764.59,8085059.194,-86.76439694
wp1563,13588764.93,8085060.295,-86.66541274
wp1564,13588765.27,8085061.398,-86.60542529
wp1565,13588765.61,8085062.501,-86.56392438
wp1566,13588765.95,8085063.606,-86.51611125
wp1567,13588766.28,8085064.711,-86.43718713
wp1568,13588766.61,8085065.817,-86.30443551
wp1569,13588766.94,8085066.924,-86.12764502
wp1570,13588767.27,8085068.031,-85.94233445
wp1571,13588767.6,8085069.139,-85.78472668
wp1572,13588767.92,8085070.248,-85.68224291
wp1573,13588768.24,8085071.358,-85.62305274
wp1574,13588768.56,8085072.468,-85.58438806
wp1575,13588768.88,8085073.578,-85.54348034
wp1576,13588769.19,8085074.689,-85.477561
wp1577,13588769.5,8085075.801,-85.36853641
wp1578,13588769.81,8085076.912,-85.23214702
wp1579,13588770.12,8085078.025,-85.09902189
wp1580,13588770.42,8085079.137,-84.99550508
wp1581,13588770.73,8085080.25,-84.91956696
wp1582,13588771.03,8085081.363,-84.85780013
wp1583,13588771.32,8085082.476,-84.79676667
wp1584,13588771.62,8085083.589,-84.72418085
wp1585,13588771.92,8085084.702,-84.63780932
wp1586,13588772.21,8085085.816,-84.54060487
wp1587,13588772.5,8085086.929,-84.43556891
wp1588,13588772.79,8085088.043,-84.32589757
wp1589,13588773.07,8085089.156,-84.21502957
wp1590,13588773.36,8085090.269,-84.10641887
wp1591,13588773.64,8085091.382,-84.00334185
wp1592,13588773.92,8085092.495,-83.90752849
wp1593,13588774.2,8085093.607,-83.81991207
wp1594,13588774.47,8085094.72,-83.74093062
wp1595,13588774.75,8085095.832,-83.66687385
wp1596,13588775.02,8085096.944,-83.59193903
wp1597,13588775.29,8085098.057,-83.51030739
wp1598,13588775.55,8085099.171,-83.41612104
wp1599,13588775.81,8085100.285,-83.30280833
wp1600,13588776.06,8085101.401,-83.16317406
wp1601,13588776.31,8085102.518,-82.99000205
wp1602,13588776.55,8085103.637,-82.77945049
wp1603,13588776.78,8085104.758,-82.54608865
wp1604,13588777,8085105.881,-82.31073392
wp1605,13588777.22,8085107.007,-82.09198975
wp1606,13588777.42,8085108.136,-81.89077121
wp1607,13588777.62,8085109.268,-81.69953168
wp1608,13588777.81,8085110.403,-81.51067321
wp1609,13588777.98,8085111.542,-81.31839906
wp1610,13588778.15,8085112.685,-81.12223739
wp1611,13588778.3,8085113.832,-80.92269212
wp1612,13588778.43,8085114.983,-80.71331039
wp1613,13588778.56,8085116.137,-80.46610951
wp1614,13588778.66,8085117.294,-80.14895456
wp1615,13588778.75,8085118.453,-79.74092862
wp1616,13588778.82,8085119.612,-79.27355416
wp1617,13588778.86,8085120.771,-78.79366384
wp1618,13588778.88,8085121.929,-78.34356216
wp1619,13588778.87,8085123.085,-77.86797388
wp1620,13588778.83,8085124.238,-77.21758077
wp1621,13588778.77,8085125.388,-76.24522577
wp1622,13588778.67,8085126.532,-74.99982283
wp1623,13588778.54,8085127.671,-73.76566248
wp1624,13588778.37,8085128.803,-72.81600321
wp1625,13588778.17,8085129.928,-72.04768599
wp1626,13588777.93,8085131.045,-71.06626508
wp1627,13588777.65,8085132.154,-69.46971358
wp1628,13588777.34,8085133.253,-66.93571427
wp1629,13588777,8085134.344,-64.00326815
wp1630,13588776.63,8085135.424,-61.73641541
wp1631,13588776.22,8085136.493,-60.73406148
wp1632,13588775.78,8085137.552,-60.39374669
wp1633,13588775.32,8085138.598,-59.92496941
wp1634,13588774.82,8085139.633,-58.53881528
wp1635,13588774.3,8085140.654,-55.92484971
wp1636,13588773.74,8085141.662,-52.92014413
wp1637,13588773.16,8085142.656,-50.48804769
wp1638,13588772.56,8085143.636,-48.89258738
wp1639,13588771.93,8085144.6,-47.82235072
wp1640,13588771.27,8085145.549,-46.95028463
wp1641,13588770.59,8085146.482,-46.03657681
wp1642,13588769.89,8085147.398,-44.97597287
wp1643,13588769.17,8085148.297,-43.67471591
wp1644,13588768.42,8085149.179,-42.04515886
wp1645,13588767.65,8085150.042,-40.15060707
wp1646,13588766.86,8085150.887,-38.21134844
wp1647,13588766.05,8085151.713,-36.45498731
wp1648,13588765.23,8085152.52,-35.03902836
wp1649,13588764.38,8085153.307,-33.79758981
wp1650,13588763.51,8085154.074,-32.47159813
wp1651,13588762.63,8085154.82,-30.80857095
wp1652,13588761.73,8085155.545,-28.81051167
wp1653,13588760.82,8085156.248,-26.80880873
wp1654,13588759.88,8085156.929,-25.15674358
wp1655,13588758.94,8085157.587,-24.1783498
wp1656,13588757.98,8085158.223,-23.77142297
wp1657,13588757,8085158.835,-23.5113729
wp1658,13588756.02,8085159.423,-22.96564099
wp1659,13588755.02,8085159.986,-21.70166864
wp1660,13588754,8085160.525,-19.38791008
wp1661,13588752.98,8085161.04,-16.61981001
wp1662,13588751.95,8085161.533,-14.46691124
wp1663,13588750.91,8085162.006,-13.32363894
wp1664,13588749.85,8085162.46,-12.82887648
wp1665,13588748.8,8085162.897,-12.58207328
wp1666,13588747.73,8085163.319,-12.18267876
wp1667,13588746.66,8085163.726,-11.23466671
wp1668,13588745.58,8085164.122,-9.640518734
wp1669,13588744.49,8085164.507,-7.781662827
wp1670,13588743.41,8085164.884,-6.082660095
wp1671,13588742.32,8085165.254,-4.848182839
wp1672,13588741.22,8085165.618,-3.988024898
wp1673,13588740.13,8085165.979,-3.330798436
wp1674,13588739.03,8085166.337,-2.734424096
wp1675,13588737.94,8085166.695,-2.174515567
wp1676,13588736.84,8085167.055,-1.656225034
wp1677,13588735.75,8085167.418,-1.184704682
wp1678,13588734.65,8085167.785,-0.767439756
wp1679,13588733.56,8085168.156,-0.424562792
wp1680,13588732.47,8085168.532,-0.179588324
wp1681,13588731.39,8085168.911,-0.031871304
wp1682,13588730.3,8085169.293,0.045745326
wp1683,13588729.22,8085169.679,0.081666518
wp1684,13588728.14,8085170.066,0.100520829
wp1685,13588727.05,8085170.456,0.12223647
wp1686,13588725.97,8085170.848,0.166447354
wp1687,13588724.89,8085171.24,0.252787391
wp1688,13588723.81,8085171.633,0.392702538
wp1689,13588722.73,8085172.027,0.54673133
wp1690,13588721.65,8085172.421,0.659757199
wp1691,13588720.57,8085172.814,0.720399293
wp1692,13588719.49,8085173.208,0.74490462
wp1693,13588718.41,8085173.601,0.749953811
wp1694,13588717.33,8085173.994,0.748068076
wp1695,13588716.25,8085174.386,0.732026069
wp1696,13588715.17,8085174.778,0.688754978
wp1697,13588714.08,8085175.17,0.605181074
wp1698,13588713,8085175.562,0.472979999
wp1699,13588711.92,8085175.953,0.312507159
wp1700,13588710.84,8085176.344,0.154829431
wp1701,13588709.76,8085176.735,0.028990456
wp1702,13588708.68,8085177.125,-0.066058911
wp1703,13588707.59,8085177.515,-0.154301807
wp1704,13588706.51,8085177.904,-0.26015069
wp1705,13588705.43,8085178.293,-0.391360341
wp1706,13588704.35,8085178.681,-0.523948804
wp1707,13588703.26,8085179.069,-0.631155579
wp1708,13588702.18,8085179.456,-0.702657814
wp1709,13588701.1,8085179.843,-0.743737108
wp1710,13588700.01,8085180.229,-0.760291605
wp1711,13588698.93,8085180.614,-0.756817819
wp1712,13588697.85,8085180.999,-0.732894034
wp1713,13588696.76,8085181.383,-0.687020376
wp1714,13588695.68,8085181.767,-0.618338451
wp1715,13588694.59,8085182.15,-0.532181828
wp1716,13588693.51,8085182.532,-0.43735008
wp1717,13588692.42,8085182.913,-0.342680848
wp1718,13588691.34,8085183.294,-0.255465859
wp1719,13588690.25,8085183.674,-0.169504046
wp1720,13588689.17,8085184.053,-0.071630997
wp1721,13588688.08,8085184.431,0.051375725
wp1722,13588687,8085184.809,0.209242474
wp1723,13588685.91,8085185.185,0.371291592
wp1724,13588684.82,8085185.561,0.484683603
wp1725,13588683.73,8085185.936,0.545142957
wp1726,13588682.65,8085186.31,0.582495949
wp1727,13588681.56,8085186.683,0.627260597
wp1728,13588680.47,8085187.055,0.702856616
wp1729,13588679.38,8085187.426,0.800101568
wp1730,13588678.29,8085187.796,0.900458787
wp1731,13588677.2,8085188.165,0.9867055
wp1732,13588676.11,8085188.532,1.056068868
wp1733,13588675.02,8085188.899,1.114717563
wp1734,13588673.93,8085189.265,1.168953064
wp1735,13588672.84,8085189.63,1.225058041
wp1736,13588671.75,8085189.993,1.287232935
wp1737,13588670.66,8085190.356,1.355734392
wp1738,13588669.57,8085190.717,1.430379616
wp1739,13588668.48,8085191.077,1.510970836
wp1740,13588667.39,8085191.436,1.595559449
wp1741,13588666.29,8085191.793,1.678828771
wp1742,13588665.2,8085192.15,1.75509115
wp1743,13588664.11,8085192.505,1.820843454
wp1744,13588663.01,8085192.858,1.877334478
wp1745,13588661.92,8085193.211,1.926437488
wp1746,13588660.82,8085193.562,1.96984931
wp1747,13588659.73,8085193.911,2.00463162
wp1748,13588658.63,8085194.26,2.022946008
wp1749,13588657.53,8085194.607,2.024546338
wp1750,13588656.44,8085194.952,2.023491113
wp1751,13588655.34,8085195.296,2.035361129
wp1752,13588654.24,8085195.639,2.072713336
wp1753,13588653.14,8085195.98,2.127304711
wp1754,13588652.05,8085196.319,2.182142722
wp1755,13588650.95,8085196.657,2.220426108
wp1756,13588649.85,8085196.994,2.237527811
wp1757,13588648.75,8085197.329,2.24707107
wp1758,13588647.65,8085197.662,2.264155893
wp1759,13588646.55,8085197.995,2.296930877
wp1760,13588645.44,8085198.326,2.336849159
wp1761,13588644.34,8085198.655,2.372908851
wp1762,13588643.24,8085198.984,2.395153712
wp1763,13588642.14,8085199.311,2.402692448
wp1764,13588641.04,8085199.638,2.399285993
wp1765,13588639.93,8085199.963,2.388733542
wp1766,13588638.83,8085200.288,2.375187873
wp1767,13588637.73,8085200.611,2.363852815
wp1768,13588636.62,8085200.934,2.360120489
wp1769,13588635.52,8085201.256,2.362353168
wp1770,13588634.41,8085201.578,2.348352512
wp1771,13588633.31,8085201.898,2.292627149
wp1772,13588632.2,8085202.219,2.189551025
wp1773,13588631.1,8085202.538,2.060868306
wp1774,13588629.99,8085202.858,1.931358522
wp1775,13588628.89,8085203.176,1.830042557
wp1776,13588627.78,8085203.495,1.782660256
wp1777,13588626.68,8085203.813,1.770857118
wp1778,13588625.57,8085204.131,1.750686809
wp1779,13588624.47,8085204.449,1.6778882
wp1780,13588623.36,8085204.767,1.515327392
wp1781,13588622.26,8085205.085,1.317908489
wp1782,13588621.15,8085205.403,1.201114649
wp1783,13588620.05,8085205.721,1.190403369
wp1784,13588618.94,8085206.039,1.21314897
wp1785,13588617.84,8085206.357,1.214661143
wp1786,13588616.73,8085206.675,1.194042383
wp1787,13588615.63,8085206.994,1.158157339
wp1788,13588614.52,8085207.314,1.115148885
wp1789,13588613.42,8085207.633,1.07762974
wp1790,13588612.31,8085207.953,1.057706368
wp1791,13588611.21,8085208.274,1.053284716
wp1792,13588610.1,8085208.596,1.054371061
wp1793,13588609,8085208.918,1.050886647
wp1794,13588607.89,8085209.241,1.034998885
wp1795,13588606.79,8085209.564,1.010674999
wp1796,13588605.69,8085209.889,0.985381792
wp1797,13588604.59,8085210.214,0.960883087
wp1798,13588603.48,8085210.541,0.934395899
wp1799,13588602.38,8085210.868,0.903010974
wp1800,13588601.28,8085211.197,0.865946775
wp1801,13588600.18,8085211.527,0.833439192
wp1802,13588599.08,8085211.858,0.819240713
wp1803,13588597.98,8085212.19,0.829188329
wp1804,13588596.88,8085212.524,0.851593256
wp1805,13588595.78,8085212.859,0.873248061
wp1806,13588594.68,8085213.195,0.891599769
wp1807,13588593.58,8085213.533,0.911470481
wp1808,13588592.48,8085213.873,0.937791172
wp1809,13588591.38,8085214.214,0.971351401
wp1810,13588590.28,8085214.557,1.005171151
wp1811,13588589.19,8085214.902,1.032176593
wp1812,13588588.09,8085215.248,1.05021095
wp1813,13588587,8085215.597,1.059070152
wp1814,13588585.9,8085215.947,1.058623579
wp1815,13588584.81,8085216.3,1.050269066
wp1816,13588583.71,8085216.654,1.036907147
wp1817,13588582.62,8085217.011,1.021501713
wp1818,13588581.53,8085217.37,1.00665106
wp1819,13588580.44,8085217.731,0.9929906
wp1820,13588579.35,8085218.094,0.980499804
wp1821,13588578.26,8085218.46,0.969491427
wp1822,13588577.17,8085218.828,0.96179281
wp1823,13588576.08,8085219.198,0.959539991
wp1824,13588574.99,8085219.572,0.962613302
wp1825,13588573.91,8085219.947,0.968893859
wp1826,13588572.82,8085220.326,0.974590449
wp1827,13588571.73,8085220.707,0.965697296
wp1828,13588570.65,8085221.091,0.924659141
wp1829,13588569.57,8085221.478,0.877062361
wp1830,13588568.49,8085221.868,0.926130768
wp1831,13588567.4,8085222.26,1.069829483
wp1832,13588566.32,8085222.656,1.001428169
